"時間(hr)","降雨強度(mm/hr)","累積降雨(mm)","單位時間降雨(mm)","單位時間降雨百分比(%)","設計雨型(%)","設計雨型(mm)","P","Ia","Fa","Pe","超滲降雨RE (cm)","降雨逕流(cms)"
0.166666666666667,154.084284798699,25.6807141331166,25.6807141331166,0.0860108579008299,0.00271420701739954,0.659552305228087,0.659552305228087,0.659552305228087,0,0,0,0
0.333333333333333,124.971717531917,41.6572391773057,15.9765250441891,0.0535092060992477,0.00273840309243927,0.665431951462742,1.32498425669083,1.32498425669083,0,0,0,0
0.5,106.906926915742,53.4534634578709,11.7962242805652,0.0395083783536079,0.00276317176380773,0.671450738605279,1.99643499529611,1.99643499529611,0,0,0,0
0.666666666666667,94.3890509686444,62.9260339790963,9.47257052122539,0.0317259057841407,0.00278853526720155,0.677614069929977,2.67404906522609,2.67404906522609,0,0,0,0
0.833333333333333,85.0999607305283,70.9166339421069,7.99059996301058,0.0267624316986808,0.0028145170487966,0.683927642857573,3.35797670808366,3.35797670808366,0,0,0,0
1,77.8767195802673,77.8767195802673,6.96008563816039,0.0233109925876026,0.00284114185058815,0.690397469692921,4.04837417777658,4.04837417777658,0,0,0,0
1.16666666666667,72.065472417229,84.0763844867671,6.19966490649985,0.0207641615627068,0.00286843580315939,0.697029900167732,4.74540407794431,4.74540407794431,0,0,0,0
1.33333333333333,67.2676080406507,89.6901440542009,5.61375956743376,0.0188018243550836,0.00289642652665289,0.703831645976653,5.44923572392096,5.44923572392096,0,0,0,0
1.5,63.2249323847427,94.837398577114,5.14725452291314,0.0172393873104478,0.00292514324080811,0.710809807516371,6.16004553143734,6.16004553143734,0,0,0,0
1.66666666666667,59.7621203432311,99.6035339053852,4.7661353282712,0.0159629279127959,0.00295461688504441,0.71797190306579,6.87801743450313,6.87801743450313,0,0,0,0
1.83333333333333,56.7555268362229,104.051799199742,4.4482652943567,0.0148983050920974,0.00298488024968368,0.725325900673134,7.60334333517626,7.60334333517626,0,0,0,0
2,54.1152043685585,108.230408737117,4.17860953737507,0.0139951634241646,0.00301596811954732,0.732880253049998,8.33622358822626,8.33622358822626,0,0,0,0
2.16666666666667,51.7740003720895,112.177000806194,3.94659206907697,0.0132180813931566,0.00304791743133488,0.740643935814375,9.07686752404063,9.07686752404063,0,0,0,0
2.33333333333333,49.6806654624561,115.921552745731,3.74455193953695,0.0125414006442469,0.0030807674463516,0.748626489463438,9.82549401350407,9.82549401350407,0,0,0,0
2.5,47.7953410462804,119.488352615701,3.56679986997013,0.011946066421147,0.00311455994039294,0.756838065515485,10.5823320790196,10.5823320790196,0,0,0,0
2.66666666666667,46.0865145255126,122.897372068034,3.40901945233256,0.0114176220402543,0.00314933941282483,0.765289477316433,11.347621556336,11.347621556336,0,0,0,0
2.83333333333333,44.5289105400648,126.165246530184,3.26787446214999,0.0109448936873323,0.00318515331717723,0.773992256074066,12.1216138124101,12.1216138124101,0,0,0,0
3,43.101996828442,129.305990485326,3.14074395514247,0.0105191031927065,0.00322205231591765,0.782958712767988,12.904572525178,12.904572525178,0,0,0,0
3.16666666666667,41.7889040762265,132.331529574717,3.02553908939129,0.01013325452486,0.00326009056243365,0.792202006671377,13.6967745318494,13.5037974683544,0.192427084663885,0.000549978831100806,5.49978831100806e-05,0
3.33333333333333,40.575630971411,135.252103238037,2.92057366331943,0.00978170019114606,0.00329932601372441,0.801736221335032,14.4985107531845,13.5037974683544,0.980271581784231,0.0144417030457867,0.00138917242146859,1.62724342601997e-05
3.5,39.4504497318639,138.076574061524,2.82447082348699,0.00945982877986646,0.00333982077779876,0.811576449005099,15.3100872021896,13.5037974683544,1.75922634310392,0.0470633907312017,0.0032621687685415,0.000417424983321421
3.66666666666667,38.4034551053664,140.812668719677,2.73609465815289,0.00916383585073802,0.00338164150042007,0.821738884602078,16.1318260867916,13.5037974683544,2.52957062525267,0.0984579931845229,0.00513946024533212,0.00112848787202866
3.83333333333333,37.4262177304927,143.467167966889,2.65449924721193,0.00889055329093752,0.00342485979654038,0.832240930559312,16.9640670173509,13.5037974683544,3.29157990816047,0.168689640836036,0.0070231647651513,0.00193904622506103
4,36.511514534875,146.0460581395,2.57889017261141,0.00863732040427521,0.00346955273263492,0.843101314030286,17.8071683313812,13.5037974683544,4.0455263526594,0.257844510367394,0.00891548695313582,0.00277489717622279
4.16666666666667,35.65311676908,148.5546532045,2.50859506500018,0.00840188526487322,0.00351580336714929,0.854340218217279,18.6615085495985,13.5037974683544,4.79167926946926,0.366031811774807,0.0108187301407413,0.00361944607485839
4.33333333333333,34.8456216930065,150.997694003028,2.44304079852819,0.00818232833709119,0.00356370135748582,0.865979429869053,19.5274879794676,13.5037974683544,5.53030560274388,0.493384908369239,0.0127353096594432,0.0044692359942165
4.5,34.0843176988432,153.379429644794,2.38173564176614,0.00797700269468436,0.00361334364338117,0.878042505341623,20.4055304848092,13.5037974683544,6.26167043171848,0.640062584736267,0.0146677676367028,0.0053245269172252
4.66666666666667,33.3650753128218,155.703684793169,2.32425514837402,0.00778448676527553,0.00366483521824534,0.890554958033617,21.2960854428428,13.5037974683544,6.98603749443248,0.806250480055883,0.0166187895319617,0.00618643251388207
4.83333333333333,32.6842584195564,157.973915694522,2.27023090135395,0.00760354663216412,0.00371829000210218,0.90354447051083,22.1996299133536,13.5037974683544,7.70366973802097,0.992162706978225,0.0185912226922341,0.00705612745284535
5,32.0386514303615,160.193257151807,2.21934145728494,0.00743310570440083,0.00377383183224801,0.917041135236266,23.1166710485899,13.5037974683544,8.41482990068484,1.19804367955062,0.0205880972572397,0.00793485532487678
5.16666666666667,31.4253991267272,162.364562154757,2.17130500294959,0.00727222012207315,0.00383159559077226,0.93107772855766,24.0477487771476,13.5037974683544,9.11978113118996,1.42417017760316,0.0226126498052539,0.00882393755579409
5.33333333333333,30.8419566584051,164.490435511494,2.12587335673706,0.00712005866556801,0.00389172849173653,0.945690023491977,24.9934388006395,13.5037974683544,9.81878765262997,1.67085367965513,0.0246683502051965,0.00972478347256828
5.5,30.2860477357113,166.573262546412,2.08282703491795,0.00697588623134579,0.00395439155530631,0.960917147939434,25.954355948579,13.5037974683544,10.512115478253,1.93844300197153,0.0267589322316402,0.0106389017170254
5.66666666666667,29.7556294789619,168.615233714118,2.04197116770567,0.00683905015385215,0.0040197613016129,0.976801996291934,26.9311579448709,13.5037974683544,11.2000331884337,2.22732728808281,0.028888428611128,0.0115679132393026
